meter_id,ENERGY SOURCE,startDate,endDate,usage,cost
63025858,Electric,2017-11-07,2017-12-07,4960.0,218.77
63025858,Electric,2017-10-13,2017-11-07,4200.0,211.58
63025858,Electric,2017-09-11,2017-10-13,8280.0,483.52
63025858,Electric,2017-08-07,2017-09-11,8880.0,471.89
63025857,Natural Gas,2024-03-08,2024-04-08,308.3,308.75
63025857,Natural Gas,2024-02-08,2024-03-08,451.6,468.55
63025857,Natural Gas,2024-01-30,2024-02-08,188.7,177.6
63025857,Natural Gas,2024-01-09,2024-01-30,469.0,432.43
63025857,Natural Gas,2023-12-07,2024-01-09,491.2,503.95
63025857,Natural Gas,2023-11-06,2023-12-07,292.6,315.8
63025857,Natural Gas,2023-10-09,2023-11-06,13.4,40.46
63025857,Natural Gas,2023-09-11,2023-10-09,2.1,28.6
63025857,Natural Gas,2023-08-10,2023-09-11,3.1,28.91
63025857,Natural Gas,2023-07-12,2023-08-10,3.1,28.95
63025857,Natural Gas,2023-06-09,2023-07-12,5.1,30.76
63025857,Natural Gas,2023-05-11,2023-06-09,15.4,39.3
63025857,Natural Gas,2023-04-10,2023-05-11,122.0,134.85
63025857,Natural Gas,2023-03-10,2023-04-10,438.6,502.12
63025857,Natural Gas,2023-02-10,2023-03-10,519.0,656.23
63025857,Natural Gas,2023-01-12,2023-02-10,662.9,849.36
63025857,Natural Gas,2022-12-08,2023-01-12,737.7,1008.96
63025857,Natural Gas,2022-11-07,2022-12-08,526.4,681.24
63025857,Natural Gas,2022-10-07,2022-11-07,5.1,32.81
63025857,Natural Gas,2022-09-08,2022-10-07,5.1,33.86
63025857,Natural Gas,2022-08-10,2022-09-08,4.1,32.89
63025857,Natural Gas,2022-07-11,2022-08-10,5.1,33.65
63025857,Natural Gas,2022-06-08,2022-07-11,9.2,40.32
63025857,Natural Gas,2022-05-06,2022-06-08,5.1,34.71
63025857,Natural Gas,2022-04-08,2022-05-06,147.0,206.3
63025857,Natural Gas,2022-03-09,2022-04-08,461.4,520.59
63025857,Natural Gas,2022-02-09,2022-03-09,726.0,796.0
63025857,Natural Gas,2022-01-12,2022-02-09,981.5,938.49
63025857,Natural Gas,2021-12-09,2022-01-12,734.5,750.21
63025857,Natural Gas,2021-11-05,2021-12-09,583.6,645.31
63025857,Natural Gas,2021-10-08,2021-11-05,89.5,136.29
63025857,Natural Gas,2021-09-08,2021-10-08,18.5,46.99
63025857,Natural Gas,2021-08-06,2021-09-08,7.2,32.71
63025857,Natural Gas,2021-07-07,2021-08-06,1.0,27.37
63025857,Natural Gas,2021-06-04,2021-07-07,1.0,27.3
63025857,Natural Gas,2021-05-06,2021-06-04,71.9,87.57
63025857,Natural Gas,2021-04-07,2021-05-06,153.1,169.33
63025857,Natural Gas,2021-03-09,2021-04-07,358.0,371.09
63025857,Natural Gas,2021-02-08,2021-03-09,743.2,600.18
63025857,Natural Gas,2021-01-08,2021-02-08,835.0,627.09
63025857,Natural Gas,2020-12-09,2021-01-08,674.3,552.99
63025857,Natural Gas,2020-11-06,2020-12-09,465.1,457.68
63025857,Natural Gas,2020-10-08,2020-11-06,117.3,111.21
63025857,Natural Gas,2020-09-09,2020-10-08,19.5,37.65
63025857,Natural Gas,2020-08-07,2020-09-09,21.6,40.27
63025857,Natural Gas,2020-07-07,2020-08-07,19.5,38.53
63025857,Natural Gas,2020-06-04,2020-07-07,33.9,86.7
63025857,Natural Gas,2020-05-06,2020-06-04,81.2,111.3
63025857,Natural Gas,2020-04-07,2020-05-06,218.3,182.89
63025857,Natural Gas,2020-03-06,2020-04-07,304.7,294.13
63025857,Natural Gas,2020-02-06,2020-03-06,672.5,536.28
63025857,Natural Gas,2020-01-09,2020-02-06,699.3,573.76
63025857,Natural Gas,2019-12-09,2020-01-09,658.5,556.06
63025857,Natural Gas,2019-11-06,2019-12-09,626.1,498.73
63025857,Natural Gas,2019-10-07,2019-11-06,43.2,59.37
63025857,Natural Gas,2019-09-06,2019-10-07,33.9,50.22
63025857,Natural Gas,2019-08-07,2019-09-06,30.8,49.33
63025857,Natural Gas,2019-07-05,2019-08-07,29.8,48.75
63025857,Natural Gas,2019-06-12,2019-07-05,20.5,36.04
63025857,Natural Gas,2019-05-07,2019-06-12,44.2,61.87
63025857,Natural Gas,2019-04-09,2019-05-07,98.5,109.65
63025857,Natural Gas,2019-03-11,2019-04-09,371.3,342.71
63025857,Natural Gas,2019-02-07,2019-03-11,618.0,526.28
63025857,Natural Gas,2019-01-09,2019-02-07,699.0,601.62
63025857,Natural Gas,2018-12-10,2019-01-09,496.1,531.13
63025857,Natural Gas,2018-11-06,2018-12-10,530.8,485.58
63025857,Natural Gas,2018-10-05,2018-11-06,88.2,101.75
63025857,Natural Gas,2018-09-07,2018-10-05,46.1,68.25
63025857,Natural Gas,2018-08-08,2018-09-07,52.3,70.78
63025857,Natural Gas,2018-07-06,2018-08-08,53.3,71.69
63025857,Natural Gas,2018-06-07,2018-07-06,49.3,68.16
63025857,Natural Gas,2018-05-07,2018-06-07,57.5,83.21
63025857,Natural Gas,2018-04-09,2018-05-07,163.2,149.52
63025857,Natural Gas,2018-03-08,2018-04-09,377.8,319.8
63025857,Natural Gas,2018-02-06,2018-03-08,401.3,427.63
63025857,Natural Gas,2018-01-10,2018-02-06,567.9,533.64
63025857,Natural Gas,2017-12-07,2018-01-10,919.5,737.54
63025857,Natural Gas,2017-11-07,2017-12-07,258.8,249.61
63025857,Natural Gas,2017-10-11,2017-11-07,21.6,44.91
63025857,Natural Gas,2017-09-11,2017-10-11,19.5,45.11
